shortName,playerId,playerDkId,position,teamAbbreviation,salary,jdt_players_points,name,startTime
K. Allen,822350,20328,QB,HOU,4300,4.5,IND @ HOU,2022-09-11T17:00:00.0000000Z
R. Armstead,884791,20477,RB,JAX,4300,6.3,JAX @ WAS,2022-09-11T17:00:00.0000000Z
M. Willis,976323,631230,QB,TEN,4300,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
G. Brightwell,1068738,560892,RB,NYG,4300,0.2,NYG @ TEN,2022-09-11T20:25:00.0000000Z
J. Meyers,880151,17948,WR,NE,4300,11,NE @ MIA,2022-09-11T17:00:00.0000000Z
T. Marshall Jr.,1109285,560064,WR,CAR,4300,2.5,CLE @ CAR,2022-09-11T17:00:00.0000000Z
D. Ridder,1059684,640905,QB,ATL,4200,,NO @ ATL,2022-09-11T17:00:00.0000000Z
B. Edwards,910406,471670,WR,ATL,4200,6.8,NO @ ATL,2022-09-11T17:00:00.0000000Z
A. Abdullah,590796,15017,RB,LV,4200,5.3,LV @ LAC,2022-09-11T20:25:00.0000000Z
D. Ogunbowale,703015,20180,RB,HOU,4200,2.9,IND @ HOU,2022-09-11T17:00:00.0000000Z
N. Collins,1074698,560761,WR,HOU,4200,6,IND @ HOU,2022-09-11T17:00:00.0000000Z
C. Samuel,821389,20448,WR,WAS,4200,2,JAX @ WAS,2022-09-11T17:00:00.0000000Z
D. Slayton,880557,19304,WR,NYG,4200,5.4,NYG @ TEN,2022-09-11T20:25:00.0000000Z
T. Boyle,741447,19528,QB,DET,4200,6.1,PHI @ DET,2022-09-11T17:00:00.0000000Z
J. McKinnon,563824,19598,RB,KC,4200,5.5,KC @ ARI,2022-09-11T20:25:00.0000000Z
E. Benjamin,974627,485646,RB,ARI,4200,3.3,KC @ ARI,2022-09-11T20:25:00.0000000Z
J. White,556294,18125,RB,NE,4200,10.4,NE @ MIA,2022-09-11T17:00:00.0000000Z
K. Bourne,754412,19431,WR,NE,4200,11.6,NE @ MIA,2022-09-11T17:00:00.0000000Z
P. Freiermuth,1116662,560612,TE,PIT,4200,9.4,PIT @ CIN,2022-09-11T17:00:00.0000000Z
M. Brown,604724,13454,RB,NO,4100,3.2,NO @ ATL,2022-09-11T17:00:00.0000000Z
K. Nwangwu,946748,560809,RB,MIN,4100,2.1,GB @ MIN,2022-09-11T20:25:00.0000000Z
E. Stick,831007,19336,QB,LAC,4100,,LV @ LAC,2022-09-11T20:25:00.0000000Z
J. Metchie III,1160348,631227,WR,HOU,4100,,IND @ HOU,2022-09-11T17:00:00.0000000Z
J. Luton,821950,485614,QB,JAX,4100,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
Z. Jones,746491,11695,WR,JAX,4100,7.1,JAX @ WAS,2022-09-11T17:00:00.0000000Z
K. Toney,974825,560529,WR,NYG,4100,8.5,NYG @ TEN,2022-09-11T20:25:00.0000000Z
K. Juszczyk,501150,19563,RB,SF,4100,3.9,SF @ CHI,2022-09-11T17:00:00.0000000Z
49ers,359,18465,DST,SF,4100,7.6,SF @ CHI,2022-09-11T17:00:00.0000000Z
J. McNichols,837594,19968,RB,PIT,4100,5.3,PIT @ CIN,2022-09-11T17:00:00.0000000Z
G. Pickens,1172053,624741,WR,PIT,4100,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
I. Book,946092,560831,QB,NO,4000,4,NO @ ATL,2022-09-11T17:00:00.0000000Z
F. Franks,910377,561250,QB,ATL,4000,0,NO @ ATL,2022-09-11T17:00:00.0000000Z
D. Washington,714230,18844,RB,NO,4000,0.3,NO @ ATL,2022-09-11T17:00:00.0000000Z
A. Smith,977908,641163,RB,NO,4000,,NO @ ATL,2022-09-11T17:00:00.0000000Z
D. Ozigbo,866115,20600,RB,NO,4000,0.5,NO @ ATL,2022-09-11T17:00:00.0000000Z
A. Prentice,885540,564244,RB,NO,4000,0.7,NO @ ATL,2022-09-11T17:00:00.0000000Z
Q. Ollison,832473,11227,RB,ATL,4000,2.6,NO @ ATL,2022-09-11T17:00:00.0000000Z
C. Huntley,1058693,561417,RB,ATL,4000,,NO @ ATL,2022-09-11T17:00:00.0000000Z
A. Williams,944379,560882,RB,ATL,4000,1.4,NO @ ATL,2022-09-11T17:00:00.0000000Z
K. Smith,558973,11302,RB,ATL,4000,1,NO @ ATL,2022-09-11T17:00:00.0000000Z
O. Zaccheaus,883976,11349,WR,ATL,4000,5.3,NO @ ATL,2022-09-11T17:00:00.0000000Z
S. Mannion,557860,17263,QB,MIN,4000,13,GB @ MIN,2022-09-11T20:25:00.0000000Z
K. Mond,974492,546457,QB,MIN,4000,0.2,GB @ MIN,2022-09-11T20:25:00.0000000Z
D. Etling,728374,11073,QB,GB,4000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
T. Chandler,1059576,641062,RB,MIN,4000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
B. Koback,976149,641173,RB,MIN,4000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
C. Ham,915397,17166,RB,MIN,4000,1.9,GB @ MIN,2022-09-11T20:25:00.0000000Z
J. Bargas,866049,485935,RB,MIN,4000,0,GB @ MIN,2022-09-11T20:25:00.0000000Z
K. Hill,1073153,560953,RB,GB,4000,0.5,GB @ MIN,2022-09-11T20:25:00.0000000Z
P. Taylor,943635,485722,RB,GB,4000,1.7,GB @ MIN,2022-09-11T20:25:00.0000000Z
T. Goodson,1168918,641290,RB,GB,4000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
B. Baylor,1066286,641305,RB,GB,4000,,GB @ MIN,2022-09-11T20:25:00.0000000Z
C. Daniel,300101,12501,QB,LAC,4000,-0.2,LV @ LAC,2022-09-11T20:25:00.0000000Z
J. Stidham,865868,18079,QB,LV,4000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
B. Peters,910977,642961,QB,LAC,4000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
N. Mullens,748309,19617,QB,LV,4000,9.9,LV @ LAC,2022-09-11T20:25:00.0000000Z
C. Garbers,974916,642681,QB,LV,4000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
L. Rountree III,1057673,560901,RB,LAC,4000,1.3,LV @ LAC,2022-09-11T20:25:00.0000000Z
L. Brown,1120545,641179,RB,LAC,4000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
K. Marks Jr.,1067140,642959,RB,LAC,4000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
G. Nabers,937230,485885,RB,LAC,4000,0.6,LV @ LAC,2022-09-11T20:25:00.0000000Z
Z. Horvath,1069366,641158,RB,LAC,4000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
B. Brown,922451,641146,RB,LV,4000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
S. McCormick,1166235,642684,RB,LV,4000,,LV @ LAC,2022-09-11T20:25:00.0000000Z
J. Johnson,820601,17826,RB,LV,4000,0.5,LV @ LAC,2022-09-11T20:25:00.0000000Z
N. Foles,403189,20521,QB,IND,4000,16.8,IND @ HOU,2022-09-11T17:00:00.0000000Z
S. Ehlinger,975829,560915,QB,IND,4000,0.3,IND @ HOU,2022-09-11T17:00:00.0000000Z
J. Coan,976563,641181,QB,IND,4000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
K. Hogan,598962,18714,QB,HOU,4000,0,IND @ HOU,2022-09-11T17:00:00.0000000Z
D. Jackson,1056950,561348,RB,IND,4000,1,IND @ HOU,2022-09-11T17:00:00.0000000Z
D. Price,1065845,641202,RB,IND,4000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
C. Verdell,1060296,642666,RB,IND,4000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
R. Freeman,835779,18637,RB,HOU,4000,2.3,IND @ HOU,2022-09-11T17:00:00.0000000Z
D. Anderson,913387,485784,RB,HOU,4000,,IND @ HOU,2022-09-11T17:00:00.0000000Z
A. Janovich,651653,18761,RB,HOU,4000,0.9,IND @ HOU,2022-09-11T17:00:00.0000000Z
P. Quessenberry,605171,510837,RB,HOU,4000,0,IND @ HOU,2022-09-11T17:00:00.0000000Z
C. Beathard,691784,19417,QB,JAX,4000,0.8,JAX @ WAS,2022-09-11T17:00:00.0000000Z
K. Sloter,693430,18135,QB,JAX,4000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
S. Howell,1168245,641037,QB,WAS,4000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
C. Kelley,920904,641321,QB,WAS,4000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
J. Patterson,1108937,561249,RB,WAS,4000,3.3,JAX @ WAS,2022-09-11T17:00:00.0000000Z
N. Cottrell,877704,485726,RB,JAX,4000,0.1,JAX @ WAS,2022-09-11T17:00:00.0000000Z
S. Conner,1161114,641046,RB,JAX,4000,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
M. Sargent,1129700,564039,RB,JAX,4000,0.2,JAX @ WAS,2022-09-11T17:00:00.0000000Z
R. Bonnafon,830860,20339,RB,WAS,4000,0.9,JAX @ WAS,2022-09-11T17:00:00.0000000Z
A. Armah,1049905,20330,RB,WAS,4000,0.8,JAX @ WAS,2022-09-11T17:00:00.0000000Z
J. Williams,693837,11282,RB,WAS,4000,4.1,JAX @ WAS,2022-09-11T17:00:00.0000000Z
L. Woodside,732107,20051,QB,TEN,4000,-0.1,NYG @ TEN,2022-09-11T20:25:00.0000000Z
D. Webb,733638,12167,QB,NYG,4000,-0.3,NYG @ TEN,2022-09-11T20:25:00.0000000Z
S. Platzgummer,1215108,487242,RB,NYG,4000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
J. Corbin,1128981,641225,RB,NYG,4000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
J. Hall,976225,642825,RB,NYG,4000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
T. Cannon,1075216,19457,RB,TEN,4000,0,NYG @ TEN,2022-09-11T20:25:00.0000000Z
J. Wilkins,749205,11275,RB,TEN,4000,0,NYG @ TEN,2022-09-11T20:25:00.0000000Z
J. Chestnut,1125846,641294,RB,TEN,4000,,NYG @ TEN,2022-09-11T20:25:00.0000000Z
T. Carter,976645,564049,RB,TEN,4000,0,NYG @ TEN,2022-09-11T20:25:00.0000000Z
R. Sinnett,887367,485822,QB,PHI,4000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
C. Strong,1112575,641180,QB,PHI,4000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
D. Blough,821297,19163,QB,DET,4000,0.6,PHI @ DET,2022-09-11T17:00:00.0000000Z
J. Huntley,914571,485594,RB,PHI,4000,5.1,PHI @ DET,2022-09-11T17:00:00.0000000Z
K. Brooks,1061999,641203,RB,PHI,4000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
J. Jefferson,1128527,560952,RB,DET,4000,3.7,PHI @ DET,2022-09-11T17:00:00.0000000Z
G. Igwebuike,742451,19556,RB,DET,4000,1.7,PHI @ DET,2022-09-11T17:00:00.0000000Z
G. Bell,1107561,641772,RB,DET,4000,,PHI @ DET,2022-09-11T17:00:00.0000000Z
J. Cabinda,836140,19175,RB,DET,4000,1,PHI @ DET,2022-09-11T17:00:00.0000000Z
C. Reynolds,1167356,20296,RB,DET,4000,7.6,PHI @ DET,2022-09-11T17:00:00.0000000Z
C. Henne,264851,11472,QB,KC,4000,0.8,KC @ ARI,2022-09-11T20:25:00.0000000Z
T. McSorley,836164,17235,QB,ARI,4000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
J. Guarantano,921458,643020,QB,ARI,4000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
S. Buechele,911619,561251,QB,KC,4000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
D. Crum,1060005,641530,QB,KC,4000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
K. Ingram,1125882,641094,RB,ARI,4000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
J. Ward,912553,486106,RB,ARI,4000,0.7,KC @ ARI,2022-09-11T20:25:00.0000000Z
R. Rivers,976804,641287,RB,ARI,4000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
T. Pledger,1107843,643025,RB,ARI,4000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
D. Gore,884044,19140,RB,KC,4000,4.3,KC @ ARI,2022-09-11T20:25:00.0000000Z
I. Pacheco,1106832,641144,RB,KC,4000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
J. Ealy,1176738,641528,RB,KC,4000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
T. Fleet-Davis,976421,641526,RB,KC,4000,,KC @ ARI,2022-09-11T20:25:00.0000000Z
M. Burton,556483,18277,RB,KC,4000,0.8,KC @ ARI,2022-09-11T20:25:00.0000000Z
R. Moore,1130270,560607,WR,ARI,4000,8.1,KC @ ARI,2022-09-11T20:25:00.0000000Z
B. Hoyer,264725,11071,QB,NE,4000,2.5,NE @ MIA,2022-09-11T17:00:00.0000000Z
B. Zappe,1058090,641028,QB,NE,4000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
S. Thompson,913829,641142,QB,MIA,4000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
P. Strong Jr.,1050335,631856,RB,NE,4000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
K. Harris,1161190,641076,RB,NE,4000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
J. Taylor,933537,485760,RB,NE,4000,3.9,NE @ MIA,2022-09-11T17:00:00.0000000Z
S. Ahmed,1049246,485711,RB,MIA,4000,3.2,NE @ MIA,2022-09-11T17:00:00.0000000Z
G. Doaks,911027,560941,RB,MIA,4000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
Z. White,1058764,641199,RB,MIA,4000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
A. Ingold,880322,12692,RB,MIA,4000,2.7,NE @ MIA,2022-09-11T17:00:00.0000000Z
J. Lovett,832213,11628,RB,MIA,4000,,NE @ MIA,2022-09-11T17:00:00.0000000Z
T. Siemian,546184,19689,QB,CHI,4000,15.7,SF @ CHI,2022-09-11T17:00:00.0000000Z
N. Sudfeld,696112,17394,QB,SF,4000,,SF @ CHI,2022-09-11T17:00:00.0000000Z
B. Purdy,1121761,641156,QB,SF,4000,,SF @ CHI,2022-09-11T17:00:00.0000000Z
N. Peterman,650974,13005,QB,CHI,4000,0.2,SF @ CHI,2022-09-11T17:00:00.0000000Z
J. Hasty,886641,485708,RB,SF,4000,3.7,SF @ CHI,2022-09-11T17:00:00.0000000Z
J. Mason,1116001,641370,RB,SF,4000,,SF @ CHI,2022-09-11T17:00:00.0000000Z
J. Hokit,944394,487249,RB,SF,4000,,SF @ CHI,2022-09-11T17:00:00.0000000Z
D. Evans,915030,485523,RB,CHI,4000,3.8,SF @ CHI,2022-09-11T17:00:00.0000000Z
T. Ebner,1066869,641098,RB,CHI,4000,,SF @ CHI,2022-09-11T17:00:00.0000000Z
D. Tuggle,1174038,641954,RB,CHI,4000,,SF @ CHI,2022-09-11T17:00:00.0000000Z
K. Blasingame,835845,15074,RB,CHI,4000,0.2,SF @ CHI,2022-09-11T17:00:00.0000000Z
M. Corral,1105824,630811,QB,CAR,4000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
P. Walker,749164,11253,QB,CAR,4000,3.6,CLE @ CAR,2022-09-11T17:00:00.0000000Z
J. Dobbs,741262,20514,QB,CLE,4000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
J. Rosen,868876,14841,QB,CLE,4000,-0.3,CLE @ CAR,2022-09-11T17:00:00.0000000Z
S. Brown,1059943,561374,RB,CAR,4000,0,CLE @ CAR,2022-09-11T17:00:00.0000000Z
D. Bradwell,912014,485824,RB,CAR,4000,0,CLE @ CAR,2022-09-11T17:00:00.0000000Z
J. Lovett,1066889,641249,RB,CAR,4000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
G. Ricci,885940,485739,RB,CAR,4000,0,CLE @ CAR,2022-09-11T17:00:00.0000000Z
J. Ford,1125737,641048,RB,CLE,4000,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
D. Felton,914812,560907,RB,CLE,4000,3.2,CLE @ CAR,2022-09-11T17:00:00.0000000Z
J. Kelly Jr.,879766,13857,RB,CLE,4000,0.3,CLE @ CAR,2022-09-11T17:00:00.0000000Z
J. Stanton IV,728310,107436,RB,CLE,4000,2.3,CLE @ CAR,2022-09-11T17:00:00.0000000Z
B. Hundley,590420,17811,QB,BAL,4000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
A. Brown,910766,641736,QB,BAL,4000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
M. White,741785,18270,QB,NYJ,4000,13.8,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
C. Streveler,728265,474580,QB,NYJ,4000,1,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
T. Johnson,877784,19285,RB,NYJ,4000,7.4,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
J. Hill,923109,17139,RB,BAL,4000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
C. Clement,742470,19784,RB,BAL,4000,1.6,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
N. McCrary,1284191,562605,RB,BAL,4000,-0.1,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
R. Person Jr.,1107008,641760,RB,BAL,4000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
P. Ricard,658389,17315,RB,BAL,4000,1.6,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
L. Perine,922017,485549,RB,NYJ,4000,0.8,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
Z. Knight,1163866,641170,RB,NYJ,4000,,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
N. Bawden,823811,19154,RB,NYJ,4000,0.3,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
B. Berrios,820866,19426,WR,NYJ,4000,7.6,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
Ravens,366,18495,DST,BAL,4000,5,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
D. Plitt,927353,658141,QB,CIN,4000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
B. Allen,604390,18356,QB,CIN,4000,2.3,PIT @ CIN,2022-09-11T17:00:00.0000000Z
C. Oladokun,947634,641138,QB,PIT,4000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
J. Browning,865844,17039,QB,CIN,4000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
J. Patrick,867047,485062,RB,CIN,4000,0.6,PIT @ CIN,2022-09-11T17:00:00.0000000Z
A. McFarland Jr.,976428,485553,RB,PIT,4000,1.2,PIT @ CIN,2022-09-11T17:00:00.0000000Z
M. Durant,1121052,641175,RB,PIT,4000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
J. Warren,1176443,641178,RB,PIT,4000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
D. Watt,606530,19377,RB,PIT,4000,0.3,PIT @ CIN,2022-09-11T17:00:00.0000000Z
T. Williams,910605,14277,RB,CIN,4000,1.3,PIT @ CIN,2022-09-11T17:00:00.0000000Z
S. Jones,1214739,642622,RB,CIN,4000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
E. Holyfield,922028,20383,RB,CIN,4000,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
R. Tonyan,660151,19800,TE,GB,3900,6.3,GB @ MIN,2022-09-11T20:25:00.0000000Z
A. Pierce,1107027,640883,WR,IND,3900,,IND @ HOU,2022-09-11T17:00:00.0000000Z
Colts,338,18372,DST,IND,3900,8.1,IND @ HOU,2022-09-11T17:00:00.0000000Z
L. Shenault Jr.,1061929,474630,WR,JAX,3900,8,JAX @ WAS,2022-09-11T17:00:00.0000000Z
C. Wilson,912061,18298,WR,MIA,3900,9.7,NE @ MIA,2022-09-11T17:00:00.0000000Z
D. Njoku,832098,14741,TE,CLE,3900,6.9,CLE @ CAR,2022-09-11T17:00:00.0000000Z
J. Palmer,1059612,560751,WR,LAC,3800,5.5,LV @ LAC,2022-09-11T20:25:00.0000000Z
G. Everett,838487,13580,TE,LAC,3800,8,LV @ LAC,2022-09-11T20:25:00.0000000Z
S. Moore,1176730,640884,WR,KC,3800,,KC @ ARI,2022-09-11T20:25:00.0000000Z
H. Henry,744425,19156,TE,NE,3800,9.4,NE @ MIA,2022-09-11T17:00:00.0000000Z
Browns,329,18325,DST,CLE,3800,6.2,CLE @ CAR,2022-09-11T17:00:00.0000000Z
D. Duvernay,920756,485522,WR,BAL,3800,5.2,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
Saints,350,18423,DST,NO,3700,8.5,NO @ ATL,2022-09-11T17:00:00.0000000Z
L. Treadwell,748554,17405,WR,JAX,3700,6.9,JAX @ WAS,2022-09-11T17:00:00.0000000Z
A. Hooper,739424,11125,TE,TEN,3700,5.8,NYG @ TEN,2022-09-11T20:25:00.0000000Z
C. Kmet,1066765,485483,TE,CHI,3700,7.1,SF @ CHI,2022-09-11T17:00:00.0000000Z
J. Reynolds,822367,14062,WR,DET,3600,6.7,PHI @ DET,2022-09-11T17:00:00.0000000Z
V. Jones Jr.,919304,640903,WR,CHI,3600,,SF @ CHI,2022-09-11T17:00:00.0000000Z
D. Bell,1180347,617548,WR,CLE,3600,,CLE @ CAR,2022-09-11T17:00:00.0000000Z
C. Uzomah,593305,14159,TE,NYJ,3600,8.2,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
Bengals,327,18320,DST,CIN,3600,6.6,PIT @ CIN,2022-09-11T17:00:00.0000000Z
M. Callaway,921454,485707,WR,NO,3500,9.1,NO @ ATL,2022-09-11T17:00:00.0000000Z
D. Byrd,604908,17606,WR,ATL,3500,3.9,NO @ ATL,2022-09-11T17:00:00.0000000Z
K. Cole,791008,20500,WR,LV,3500,5.3,LV @ LAC,2022-09-11T20:25:00.0000000Z
C. Sims,824541,20304,WR,WAS,3500,3.5,JAX @ WAS,2022-09-11T17:00:00.0000000Z
E. Engram,749185,19095,TE,JAX,3500,6.9,JAX @ WAS,2022-09-11T17:00:00.0000000Z
Titans,336,18366,DST,TEN,3500,7.5,NYG @ TEN,2022-09-11T20:25:00.0000000Z
K. Raymond,692660,19993,WR,DET,3500,8.7,PHI @ DET,2022-09-11T17:00:00.0000000Z
T. Conklin,861278,17063,TE,NYJ,3500,8.1,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
R. Cobb,465949,15064,WR,GB,3400,7.3,GB @ MIN,2022-09-11T20:25:00.0000000Z
I. Smith Jr.,944428,17381,TE,MIN,3400,,GB @ MIN,2022-09-11T20:25:00.0000000Z
D. Robinson,727279,11863,WR,LV,3400,4.1,LV @ LAC,2022-09-11T20:25:00.0000000Z
M. Alie-Cox,712506,20063,TE,IND,3400,4.7,IND @ HOU,2022-09-11T17:00:00.0000000Z
J. Dotson,1121878,640766,WR,WAS,3400,,JAX @ WAS,2022-09-11T17:00:00.0000000Z
Q. Watkins,949134,485626,WR,PHI,3400,6.9,PHI @ DET,2022-09-11T17:00:00.0000000Z
A. Wesley,924946,17505,WR,ARI,3400,3.7,KC @ ARI,2022-09-11T20:25:00.0000000Z
N. Agholor,691055,19750,WR,NE,3400,6.6,NE @ MIA,2022-09-11T17:00:00.0000000Z
R. Higgins,741322,14553,WR,CAR,3400,3.8,CLE @ CAR,2022-09-11T17:00:00.0000000Z
Panthers,364,18484,DST,CAR,3400,5.2,CLE @ CAR,2022-09-11T17:00:00.0000000Z
Chargers,357,18461,DST,LAC,3300,4.6,LV @ LAC,2022-09-11T20:25:00.0000000Z
C. Conley,591801,20504,WR,HOU,3300,4.1,IND @ HOU,2022-09-11T17:00:00.0000000Z
P. Campbell,836104,20085,WR,IND,3300,5.4,IND @ HOU,2022-09-11T17:00:00.0000000Z
R. Seals-Jones,744568,14827,TE,NYG,3300,5.3,NYG @ TEN,2022-09-11T20:25:00.0000000Z
J. Gordon,503496,17718,WR,KC,3300,1.2,KC @ ARI,2022-09-11T20:25:00.0000000Z
J. Grant Sr.,605325,14515,WR,CLE,3300,2.8,CLE @ CAR,2022-09-11T17:00:00.0000000Z
J. Proche II,877913,485627,WR,BAL,3300,2.6,BAL @ NYJ,2022-09-11T17:00:00.0000000Z
H. Hurst,881956,17156,TE,CIN,3300,5,PIT @ CIN,2022-09-11T17:00:00.0000000Z
A. Firkser,767297,19882,TE,ATL,3200,5,NO @ ATL,2022-09-11T17:00:00.0000000Z
Packers,335,18357,DST,GB,3200,7.1,GB @ MIN,2022-09-11T20:25:00.0000000Z
J. Guyton,884567,17774,WR,LAC,3200,6.1,LV @ LAC,2022-09-11T20:25:00.0000000Z
F. Moreau,865573,12926,TE,LV,3200,4.7,LV @ LAC,2022-09-11T20:25:00.0000000Z
A. Dulin,1166036,20107,WR,IND,3200,2.7,IND @ HOU,2022-09-11T17:00:00.0000000Z
L. Thomas,507528,19453,TE,WAS,3200,9.1,JAX @ WAS,2022-09-11T17:00:00.0000000Z
D. Gray,1228586,617644,WR,SF,3200,,SF @ CHI,2022-09-11T17:00:00.0000000Z
A. Schwartz,1129405,560762,WR,CLE,3200,2.4,CLE @ CAR,2022-09-11T17:00:00.0000000Z
C. Austin III,1062765,631489,WR,PIT,3200,,PIT @ CIN,2022-09-11T17:00:00.0000000Z
K. Hodge,757521,14564,WR,ATL,3100,1.9,NO @ ATL,2022-09-11T17:00:00.0000000Z
A. Trautman,875444,485535,TE,NO,3100,4.9,NO @ ATL,2022-09-11T17:00:00.0000000Z
D. Carter,612512,17619,WR,LAC,3100,5.1,LV @ LAC,2022-09-11T20:25:00.0000000Z
B. Jordan,1121871,557636,TE,HOU,3100,6.2,IND @ HOU,2022-09-11T17:00:00.0000000Z
J. Bates,944038,560814,TE,WAS,3100,3,JAX @ WAS,2022-09-11T17:00:00.0000000Z
Eagles,354,18448,DST,PHI,3100,6.3,PHI @ DET,2022-09-11T17:00:00.0000000Z
J. Jennings,867009,485641,WR,SF,3100,4.9,SF @ CHI,2022-09-11T17:00:00.0000000Z
T. Sharpe,703270,20003,WR,CHI,3100,3.2,SF @ CHI,2022-09-11T17:00:00.0000000Z
T. Tremble,1130555,560756,TE,CAR,3100,3.3,CLE @ CAR,2022-09-11T17:00:00.0000000Z
C. Ridley,884013,11244,WR,ATL,3000,14.2,NO @ ATL,2022-09-11T17:00:00.0000000Z
D. Harty,1166545,18497,WR,NO,3000,8.8,NO @ ATL,2022-09-11T17:00:00.0000000Z
K. White,728038,18271,WR,NO,3000,0.8,NO @ ATL,2022-09-11T17:00:00.0000000Z
K. Baker,951485,560956,WR,NO,3000,0,NO @ ATL,2022-09-11T17:00:00.0000000Z
E. Winston Jr.,975827,485742,WR,NO,3000,0.5,NO @ ATL,2022-09-11T17:00:00.0000000Z
K. Merritt,880022,485765,WR,NO,3000,1.2,NO @ ATL,2022-09-11T17:00:00.0000000Z
D. Dixon,1061898,641379,WR,NO,3000,,NO @ ATL,2022-09-11T17:00:00.0000000Z
R. Shaheed,923412,642982,WR,NO,3000,,NO @ ATL,2022-09-11T17:00:00.0000000Z
A. Tate,883459,14116,WR,ATL,3000,1.8,NO @ ATL,2022-09-11T17:00:00.0000000Z
C. Batson,839009,19831,WR,ATL,3000,2.8,NO @ ATL,2022-09-11T17:00:00.0000000Z
F. Darby,919285,560884,WR,ATL,3000,0.2,NO @ ATL,2022-09-11T17:00:00.0000000Z
G. Allison,821159,19507,WR,ATL,3000,0,NO @ ATL,2022-09-11T17:00:00.0000000Z
T. James,1073234,641191,WR,ATL,3000,,NO @ ATL,2022-09-11T17:00:00.0000000Z
S. Berryhill III,1068735,641331,WR,ATL,3000,,NO @ ATL,2022-09-11T17:00:00.0000000Z
J. Bernhardt,1384962,641330,WR,ATL,3000,,NO @ ATL,2022-09-11T17:00:00.0000000Z
